7227.FBpp0088029 COG0003
7227.FBpp0073667 COG2017
7227.FBpp0076771 COG2017
7227.FBpp0078078 COG2017
7227.FBpp0078079 COG2017
7227.FBpp0079838 COG2017
7227.FBpp0075610 COG2020
7227.FBpp0070169 COG2023
7227.FBpp0087186 COG2025
7227.FBpp0073988 COG2030
7227.FBpp0082738 COG2030
7227.FBpp0084313 COG2032
7227.FBpp0110197 COG2032
7227.FBpp0305736 COG2032
7227.FBpp0078649 COG2036
7227.FBpp0080827 COG2036
7227.FBpp0082421 COG2036
7227.FBpp0085250 COG2036
7227.FBpp0085280 COG2036
7227.FBpp0086787 COG2036
7227.FBpp0091051 COG2036
7227.FBpp0091053 COG2036
7227.FBpp0091056 COG2036
7227.FBpp0091058 COG2036
7227.FBpp0091061 COG2036
7227.FBpp0091064 COG2036
7227.FBpp0091067 COG2036
7227.FBpp0091070 COG2036
7227.FBpp0091073 COG2036
7227.FBpp0091076 COG2036
7227.FBpp0091079 COG2036
7227.FBpp0091082 COG2036
7227.FBpp0091085 COG2036
7227.FBpp0091088 COG2036
7227.FBpp0091091 COG2036
7227.FBpp0091094 COG2036
7227.FBpp0091097 COG2036
7227.FBpp0091100 COG2036
7227.FBpp0091103 COG2036
7227.FBpp0091106 COG2036
7227.FBpp0091109 COG2036
7227.FBpp0091112 COG2036
7227.FBpp0091114 COG2036
7227.FBpp0091116 COG2036
7227.FBpp0091118 COG2036
7227.FBpp0091120 COG2036
7227.FBpp0091122 COG2036
7227.FBpp0091124 COG2036
7227.FBpp0091126 COG2036
7227.FBpp0091128 COG2036
7227.FBpp0091130 COG2036
7227.FBpp0091132 COG2036
7227.FBpp0091134 COG2036
7227.FBpp0091136 COG2036
7227.FBpp0091138 COG2036
7227.FBpp0091140 COG2036
7227.FBpp0091142 COG2036
7227.FBpp0091144 COG2036
7227.FBpp0091146 COG2036
7227.FBpp0091148 COG2036
7227.FBpp0091150 COG2036
7227.FBpp0091152 COG2036
7227.FBpp0091154 COG2036
7227.FBpp0305663 COG2036
7227.FBpp0075400 COG2039
7227.FBpp0074426 COG2041
7227.FBpp0082525 COG2042
7227.FBpp0072806 COG2050
7227.FBpp0072807 COG2050
7227.FBpp0084242 COG2051
7227.FBpp0071295 COG2053
7227.FBpp0084966 COG2053
7227.FBpp0073217 COG2055
7227.FBpp0077954 COG2055
7227.FBpp0083282 COG2055
7227.FBpp0072723 COG2057
7227.FBpp0089424 COG2058
7227.FBpp0304265 COG2058
7227.FBpp0292103 COG2066
7227.FBpp0072059 COG2072
7227.FBpp0085481 COG2072
7227.FBpp0080102 COG2075
7227.FBpp0081879 COG2075
7227.FBpp0083889 COG2078
7227.FBpp0085821 COG2084
7227.FBpp0292905 COG2084
7227.FBpp0084901 COG2086
7227.FBpp0082060 COG2089
7227.FBpp0075732 COG2091
7227.FBpp0079542 COG2092
7227.FBpp0305165 COG2092
7227.FBpp0087608 COG2097
7227.FBpp0071596 COG2101
7227.FBpp0077384 COG2101
7227.FBpp0079164 COG2101
7227.FBpp0289804 COG2101
7227.FBpp0290208 COG2101
7227.FBpp0073444 COG2102
7227.FBpp0072317 COG2105
7227.FBpp0072318 COG2105
7227.FBpp0087481 COG2106
7227.FBpp0088009 COG2110
7227.FBpp0072753 COG2114
7227.FBpp0073809 COG2114
7227.FBpp0079994 COG2114
7227.FBpp0079995 COG2114
7227.FBpp0079996 COG2114
7227.FBpp0080693 COG2114
7227.FBpp0082641 COG2114
7227.FBpp0082703 COG2114
7227.FBpp0082745 COG2114
7227.FBpp0084819 COG2114
7227.FBpp0085115 COG2114
7227.FBpp0085252 COG2114
7227.FBpp0099611 COG2114
7227.FBpp0110261 COG2114
7227.FBpp0110262 COG2114
7227.FBpp0111769 COG2114
7227.FBpp0271904 COG2114
7227.FBpp0290536 COG2114
7227.FBpp0290537 COG2114
7227.FBpp0290915 COG2114
7227.FBpp0291484 COG2114
7227.FBpp0291487 COG2114
7227.FBpp0291650 COG2114
7227.FBpp0292870 COG2114
7227.FBpp0293288 COG2114
7227.FBpp0298357 COG2114
7227.FBpp0302693 COG2114
7227.FBpp0304773 COG2114
7227.FBpp0077502 COG2116
7227.FBpp0075238 COG2118
7227.FBpp0290325 COG2119
7227.FBpp0083251 COG2120
7227.FBpp0074129 COG2123
7227.FBpp0086348 COG2123
7227.FBpp0070094 COG2124
7227.FBpp0070371 COG2124
7227.FBpp0070372 COG2124
7227.FBpp0070412 COG2124
7227.FBpp0071839 COG2124
7227.FBpp0072228 COG2124
7227.FBpp0072837 COG2124
7227.FBpp0073061 COG2124
7227.FBpp0073352 COG2124
7227.FBpp0073460 COG2124
7227.FBpp0073473 COG2124
7227.FBpp0073845 COG2124
7227.FBpp0074374 COG2124
7227.FBpp0074375 COG2124
7227.FBpp0074381 COG2124
7227.FBpp0074694 COG2124
7227.FBpp0074858 COG2124
7227.FBpp0076543 COG2124
7227.FBpp0076836 COG2124
7227.FBpp0076908 COG2124
7227.FBpp0076968 COG2124
7227.FBpp0077428 COG2124
7227.FBpp0077429 COG2124
7227.FBpp0078697 COG2124
7227.FBpp0078698 COG2124
7227.FBpp0078701 COG2124
7227.FBpp0078703 COG2124
7227.FBpp0079095 COG2124
7227.FBpp0079515 COG2124
7227.FBpp0080164 COG2124
7227.FBpp0080386 COG2124
7227.FBpp0080627 COG2124
7227.FBpp0081379 COG2124
7227.FBpp0081949 COG2124
7227.FBpp0082070 COG2124
7227.FBpp0082086 COG2124
7227.FBpp0082088 COG2124
7227.FBpp0082136 COG2124
7227.FBpp0082159 COG2124
7227.FBpp0082413 COG2124
7227.FBpp0083144 COG2124
7227.FBpp0083145 COG2124
7227.FBpp0083697 COG2124
7227.FBpp0084553 COG2124
7227.FBpp0085074 COG2124
7227.FBpp0085332 COG2124
7227.FBpp0085466 COG2124
7227.FBpp0085516 COG2124
7227.FBpp0085792 COG2124
7227.FBpp0086536 COG2124
7227.FBpp0086580 COG2124
7227.FBpp0086581 COG2124
7227.FBpp0086582 COG2124
7227.FBpp0086583 COG2124
7227.FBpp0086585 COG2124
7227.FBpp0086586 COG2124
7227.FBpp0086933 COG2124
7227.FBpp0086937 COG2124
7227.FBpp0087100 COG2124
7227.FBpp0087101 COG2124
7227.FBpp0087117 COG2124
7227.FBpp0087403 COG2124
7227.FBpp0087672 COG2124
7227.FBpp0087673 COG2124
7227.FBpp0087674 COG2124
7227.FBpp0087770 COG2124
7227.FBpp0087824 COG2124
7227.FBpp0087825 COG2124
7227.FBpp0087839 COG2124
7227.FBpp0088126 COG2124
7227.FBpp0088127 COG2124
7227.FBpp0088436 COG2124
7227.FBpp0088437 COG2124
7227.FBpp0088707 COG2124
7227.FBpp0089324 COG2124
7227.FBpp0113050 COG2124
7227.FBpp0289404 COG2124
7227.FBpp0289405 COG2124
7227.FBpp0289444 COG2124
7227.FBpp0289461 COG2124
7227.FBpp0289683 COG2124
7227.FBpp0290498 COG2124
7227.FBpp0300785 COG2124
7227.FBpp0301778 COG2124
7227.FBpp0302888 COG2124
7227.FBpp0304450 COG2124
7227.FBpp0305085 COG2124
7227.FBpp0305230 COG2124
7227.FBpp0071087 COG2125
7227.FBpp0071888 COG2126
7227.FBpp0073844 COG2126
7227.FBpp0088599 COG2126
7227.FBpp0111766 COG2126
7227.FBpp0288427 COG2126
7227.FBpp0290659 COG2126
7227.FBpp0300390 COG2126
7227.FBpp0306030 COG2126
7227.FBpp0074597 COG2131
7227.FBpp0074240 COG2132
7227.FBpp0074241 COG2132
7227.FBpp0079407 COG2132
7227.FBpp0084314 COG2132
7227.FBpp0289199 COG2132
7227.FBpp0081447 COG2135
7227.FBpp0079946 COG2136
7227.FBpp0084144 COG2136
7227.FBpp0303728 COG2139
7227.FBpp0072312 COG2147
7227.FBpp0084824 COG2154
7227.FBpp0086103 COG2157
7227.FBpp0076359 COG2163
7227.FBpp0085166 COG2163
7227.FBpp0303780 COG2163
7227.FBpp0081527 COG2174
7227.FBpp0084345 COG2174
7227.FBpp0070170 COG2175
7227.FBpp0083302 COG2175
7227.FBpp0086837 COG2175
7227.FBpp0288460 COG2175
7227.FBpp0082549 COG2178
7227.FBpp0070861 COG2183
7227.FBpp0083670 COG2183
7227.FBpp0110308 COG2202
7227.FBpp0071014 COG2214
7227.FBpp0081841 COG2214
7227.FBpp0081843 COG2214
7227.FBpp0085043 COG2214
7227.FBpp0288463 COG2214
7227.FBpp0271765 COG2217
7227.FBpp0077899 COG2219
7227.FBpp0073568 COG2226
7227.FBpp0081028 COG2227
7227.FBpp0306023 COG2229
7227.FBpp0081718 COG2233
7227.FBpp0085709 COG2234
7227.FBpp0085712 COG2234
7227.FBpp0087016 COG2234
7227.FBpp0087017 COG2234
7227.FBpp0087018 COG2234
7227.FBpp0300747 COG2234
7227.FBpp0302004 COG2234
7227.FBpp0304543 COG2234
7227.FBpp0304544 COG2234
7227.FBpp0306124 COG2234
7227.FBpp0306127 COG2234
7227.FBpp0074086 COG2238
7227.FBpp0083905 COG2238
7227.FBpp0111673 COG2240
7227.FBpp0111674 COG2240
7227.FBpp0079766 COG2259
7227.FBpp0082150 COG2259
7227.FBpp0082571 COG2259
7227.FBpp0087347 COG2260
7227.FBpp0084251 COG2262
7227.FBpp0289669 COG2262
7227.FBpp0074759 COG2263
7227.FBpp0289252 COG2263
7227.FBpp0074808 COG2265
7227.FBpp0086485 COG2268
7227.FBpp0303248 COG2268
7227.FBpp0070594 COG2272
7227.FBpp0071604 COG2272
7227.FBpp0071746 COG2272
7227.FBpp0072195 COG2272
7227.FBpp0075081 COG2272
7227.FBpp0075736 COG2272
7227.FBpp0077586 COG2272
7227.FBpp0078010 COG2272
7227.FBpp0079329 COG2272
7227.FBpp0079353 COG2272
7227.FBpp0079354 COG2272
7227.FBpp0080324 COG2272
7227.FBpp0081065 COG2272
7227.FBpp0081068 COG2272
7227.FBpp0081069 COG2272
7227.FBpp0081070 COG2272
7227.FBpp0081073 COG2272
7227.FBpp0081074 COG2272
7227.FBpp0081077 COG2272
7227.FBpp0081815 COG2272
7227.FBpp0083815 COG2272
7227.FBpp0086361 COG2272
7227.FBpp0086362 COG2272
7227.FBpp0086363 COG2272
7227.FBpp0086625 COG2272
7227.FBpp0087439 COG2272
7227.FBpp0113027 COG2272
7227.FBpp0289713 COG2272
7227.FBpp0290894 COG2272
7227.FBpp0291551 COG2272
7227.FBpp0292342 COG2272
7227.FBpp0297077 COG2272
7227.FBpp0297876 COG2272
7227.FBpp0298275 COG2272
7227.FBpp0302569 COG2272
7227.FBpp0305575 COG2272
7227.FBpp0306055 COG2272
7227.FBpp0076237 COG2273
7227.FBpp0085532 COG2273
7227.FBpp0085578 COG2273
7227.FBpp0087815 COG2273
7227.FBpp0084633 COG2302
7227.FBpp0073791 COG2303
7227.FBpp0073792 COG2303
7227.FBpp0073793 COG2303
7227.FBpp0073795 COG2303
7227.FBpp0073796 COG2303
7227.FBpp0073797 COG2303
7227.FBpp0073799 COG2303
7227.FBpp0073800 COG2303
7227.FBpp0073801 COG2303
7227.FBpp0073802 COG2303
7227.FBpp0073803 COG2303
7227.FBpp0073804 COG2303
7227.FBpp0081114 COG2303
7227.FBpp0081880 COG2303
7227.FBpp0084360 COG2303
7227.FBpp0077727 COG2313
7227.FBpp0070299 COG2319
7227.FBpp0070654 COG2319
7227.FBpp0072055 COG2319
7227.FBpp0076028 COG2319
7227.FBpp0076386 COG2319
7227.FBpp0077715 COG2319
7227.FBpp0078362 COG2319
7227.FBpp0078949 COG2319
7227.FBpp0079785 COG2319
7227.FBpp0080391 COG2319
7227.FBpp0080788 COG2319
7227.FBpp0080879 COG2319
7227.FBpp0082689 COG2319
7227.FBpp0083070 COG2319
7227.FBpp0083988 COG2319
7227.FBpp0084418 COG2319
7227.FBpp0087138 COG2319
7227.FBpp0087335 COG2319
7227.FBpp0110135 COG2319
7227.FBpp0288481 COG2319
7227.FBpp0288783 COG2319
7227.FBpp0293060 COG2319
7227.FBpp0080642 COG2334
7227.FBpp0081972 COG2335
7227.FBpp0111715 COG2335
7227.FBpp0297780 COG2335
7227.FBpp0071403 COG2340
7227.FBpp0071537 COG2340
7227.FBpp0071538 COG2340
7227.FBpp0072229 COG2340
7227.FBpp0073755 COG2340
7227.FBpp0076024 COG2340
7227.FBpp0076040 COG2340
7227.FBpp0077434 COG2340
7227.FBpp0077438 COG2340
7227.FBpp0080910 COG2340
7227.FBpp0081179 COG2340
7227.FBpp0081182 COG2340
7227.FBpp0081827 COG2340
7227.FBpp0081833 COG2340
7227.FBpp0081838 COG2340
7227.FBpp0082250 COG2340
7227.FBpp0082609 COG2340
7227.FBpp0086930 COG2340
7227.FBpp0111895 COG2340
7227.FBpp0290223 COG2340
7227.FBpp0290224 COG2340
7227.FBpp0290483 COG2340
7227.FBpp0291365 COG2340
7227.FBpp0291567 COG2340
7227.FBpp0292065 COG2340
7227.FBpp0292120 COG2340
7227.FBpp0292123 COG2340
7227.FBpp0292124 COG2340
7227.FBpp0292477 COG2340
7227.FBpp0297538 COG2340
7227.FBpp0297539 COG2340
7227.FBpp0303890 COG2340
7227.FBpp0303891 COG2340
7227.FBpp0303892 COG2340
7227.FBpp0305590 COG2340
7227.FBpp0305814 COG2340
7227.FBpp0087336 COG2351
7227.FBpp0077891 COG2355
7227.FBpp0111628 COG2355
7227.FBpp0289628 COG2355
7227.FBpp0292372 COG2355
7227.FBpp0083226 COG2363
7227.FBpp0306128 COG2363
7227.FBpp0079101 COG2373
7227.FBpp0079133 COG2373
7227.FBpp0079165 COG2373
7227.FBpp0080369 COG2373
7227.FBpp0303747 COG2373
7227.FBpp0303749 COG2373
7227.FBpp0077450 COG2379
7227.FBpp0074113 COG2423
7227.FBpp0087472 COG2440
7227.FBpp0074514 COG2443
7227.FBpp0085607 COG2443
7227.FBpp0087119 COG2443
7227.FBpp0078416 COG2451
7227.FBpp0074510 COG2453
7227.FBpp0078604 COG2453
7227.FBpp0079115 COG2453
7227.FBpp0081288 COG2453
7227.FBpp0081597 COG2453
7227.FBpp0084175 COG2453
7227.FBpp0088843 COG2453
7227.FBpp0110276 COG2453
7227.FBpp0111917 COG2453
7227.FBpp0292332 COG2453
7227.FBpp0303925 COG2453
7227.FBpp0305422 COG2453
7227.FBpp0078405 COG2518
7227.FBpp0084342 COG2519
7227.FBpp0072897 COG2520
7227.FBpp0072898 COG2520
7227.FBpp0290166 COG2608
7227.FBpp0075080 COG2723
7227.FBpp0081741 COG2759
7227.FBpp0293529 COG2802
7227.FBpp0077355 COG2820
7227.FBpp0084457 COG2820
7227.FBpp0292517 COG2820
7227.FBpp0076952 COG2828
7227.FBpp0291088 COG2828
7227.FBpp0076848 COG2857
7227.FBpp0084775 COG2857
7227.FBpp0070798 COG2866
7227.FBpp0070801 COG2866
7227.FBpp0073644 COG2866
7227.FBpp0074185 COG2866
7227.FBpp0076564 COG2866
7227.FBpp0076565 COG2866
7227.FBpp0076578 COG2866
7227.FBpp0076604 COG2866
7227.FBpp0079138 COG2866
7227.FBpp0079139 COG2866
7227.FBpp0079463 COG2866
7227.FBpp0079464 COG2866
7227.FBpp0083823 COG2866
7227.FBpp0085027 COG2866
7227.FBpp0086967 COG2866
7227.FBpp0087954 COG2866
7227.FBpp0112354 COG2866
7227.FBpp0271927 COG2866
7227.FBpp0288871 COG2866
7227.FBpp0297398 COG2866
7227.FBpp0304235 COG2866
7227.FBpp0304455 COG2866
7227.FBpp0304970 COG2866
7227.FBpp0085450 COG2867
7227.FBpp0070543 COG2872
7227.FBpp0078900 COG2890
7227.FBpp0099795 COG2890
7227.FBpp0075935 COG2896
7227.FBpp0085627 COG2935
7227.FBpp0084271 COG2937
7227.FBpp0084618 COG2937
7227.FBpp0087881 COG2938
7227.FBpp0303465 COG2938
7227.FBpp0072504 COG2939
7227.FBpp0072505 COG2939
7227.FBpp0080367 COG2939
7227.FBpp0080368 COG2939
7227.FBpp0083269 COG2939
7227.FBpp0070347 COG2940
7227.FBpp0070406 COG2940
7227.FBpp0070431 COG2940
7227.FBpp0071271 COG2940
7227.FBpp0072043 COG2940
7227.FBpp0073246 COG2940
7227.FBpp0073610 COG2940
7227.FBpp0074807 COG2940
7227.FBpp0075717 COG2940
7227.FBpp0080267 COG2940
7227.FBpp0082387 COG2940
7227.FBpp0082406 COG2940
7227.FBpp0083507 COG2940
7227.FBpp0084165 COG2940
7227.FBpp0084166 COG2940
7227.FBpp0084636 COG2940
7227.FBpp0085358 COG2940
7227.FBpp0086127 COG2940
7227.FBpp0086665 COG2940
7227.FBpp0087091 COG2940
7227.FBpp0087232 COG2940
7227.FBpp0087625 COG2940
7227.FBpp0111689 COG2940
7227.FBpp0112005 COG2940
7227.FBpp0112128 COG2940
7227.FBpp0291454 COG2940
7227.FBpp0297151 COG2940
7227.FBpp0302536 COG2940
7227.FBpp0304309 COG2940
7227.FBpp0304342 COG2940
7227.FBpp0305207 COG2940
7227.FBpp0305674 COG2940
7227.FBpp0305727 COG2940
7227.FBpp0306192 COG2940
7227.FBpp0070924 COG2941
7227.FBpp0078330 COG2967
7227.FBpp0082573 COG2971
7227.FBpp0073618 COG3000
7227.FBpp0073642 COG3000
7227.FBpp0290181 COG3000
7227.FBpp0077607 COG3040
7227.FBpp0077608 COG3040
7227.FBpp0086885 COG3040
7227.FBpp0070582 COG3104
7227.FBpp0070601 COG3104
7227.FBpp0305396 COG3104
7227.FBpp0072939 COG3119
7227.FBpp0074908 COG3119
7227.FBpp0074909 COG3119
7227.FBpp0074935 COG3119
7227.FBpp0082725 COG3119
7227.FBpp0083138 COG3119
7227.FBpp0086832 COG3119
7227.FBpp0086833 COG3119
7227.FBpp0290455 COG3119
7227.FBpp0300164 COG3119
7227.FBpp0086548 COG3129
7227.FBpp0292328 COG3142
7227.FBpp0071849 COG3145
7227.FBpp0075763 COG3145
7227.FBpp0089414 COG3145
7227.FBpp0081096 COG3148
7227.FBpp0078731 COG3175
7227.FBpp0078732 COG3175
7227.FBpp0078887 COG3177
7227.FBpp0077883 COG3185
7227.FBpp0072534 COG3186
7227.FBpp0076523 COG3186
7227.FBpp0076666 COG3186
7227.FBpp0087562 COG3217
7227.FBpp0080465 COG3239
7227.FBpp0304264 COG3239
7227.FBpp0085217 COG3250
7227.FBpp0085778 COG3250
7227.FBpp0297164 COG3250
7227.FBpp0078471 COG3268
7227.FBpp0082055 COG3268
7227.FBpp0071534 COG3276
7227.FBpp0302537 COG3276
7227.FBpp0071562 COG3277
7227.FBpp0070407 COG3320
7227.FBpp0072319 COG3320
7227.FBpp0082074 COG3320
7227.FBpp0082779 COG3320
7227.FBpp0082780 COG3320
7227.FBpp0083231 COG3320
7227.FBpp0083900 COG3320
7227.FBpp0084714 COG3320
7227.FBpp0086254 COG3320
7227.FBpp0086266 COG3320
7227.FBpp0087533 COG3320
7227.FBpp0099966 COG3320
7227.FBpp0271896 COG3320
7227.FBpp0289308 COG3320
7227.FBpp0290087 COG3320
7227.FBpp0305607 COG3320
7227.FBpp0305934 COG3320
7227.FBpp0077342 COG3321
7227.FBpp0288532 COG3321
7227.FBpp0297101 COG3321
7227.FBpp0071000 COG3325
7227.FBpp0071328 COG3325
7227.FBpp0071463 COG3325
7227.FBpp0071471 COG3325
7227.FBpp0071472 COG3325
7227.FBpp0071473 COG3325
7227.FBpp0072985 COG3325
7227.FBpp0078834 COG3325
7227.FBpp0080417 COG3325
7227.FBpp0080418 COG3325
7227.FBpp0080419 COG3325
7227.FBpp0082294 COG3325
7227.FBpp0082854 COG3325
7227.FBpp0084219 COG3325
7227.FBpp0085849 COG3325
7227.FBpp0086257 COG3325
7227.FBpp0110419 COG3325
7227.FBpp0297108 COG3325
7227.FBpp0298358 COG3325
7227.FBpp0304943 COG3325
7227.FBpp0300867 COG3332
7227.FBpp0071167 COG3338
7227.FBpp0071443 COG3338
7227.FBpp0071446 COG3338
7227.FBpp0075733 COG3338
7227.FBpp0080116 COG3338
7227.FBpp0081657 COG3338
7227.FBpp0083628 COG3338
7227.FBpp0084107 COG3338
7227.FBpp0084503 COG3338
7227.FBpp0087310 COG3338
7227.FBpp0112225 COG3338
7227.FBpp0289296 COG3338
7227.FBpp0293878 COG3338
7227.FBpp0293879 COG3338
7227.FBpp0298824 COG3338
7227.FBpp0073552 COG3340
7227.FBpp0076607 COG3346
7227.FBpp0070070 COG3386
7227.FBpp0071920 COG3386
7227.FBpp0071921 COG3386
7227.FBpp0072761 COG3386
7227.FBpp0072780 COG3386
7227.FBpp0073422 COG3386
7227.FBpp0080260 COG3386
7227.FBpp0080451 COG3386
7227.FBpp0082190 COG3386
7227.FBpp0082191 COG3386
7227.FBpp0082225 COG3386
7227.FBpp0082227 COG3386
7227.FBpp0082476 COG3386
7227.FBpp0088184 COG3386
7227.FBpp0291732 COG3386
7227.FBpp0073903 COG3407
7227.FBpp0071526 COG3408
7227.FBpp0086289 COG3425
7227.FBpp0080445 COG3474
7227.FBpp0080446 COG3474
7227.FBpp0077726 COG3476
7227.FBpp0073242 COG3483
7227.FBpp0083680 COG3491
7227.FBpp0083681 COG3491
7227.FBpp0083682 COG3491
7227.FBpp0079790 COG3508
7227.FBpp0071192 COG3525
7227.FBpp0073091 COG3525
7227.FBpp0087058 COG3525
7227.FBpp0111343 COG3525
7227.FBpp0289401 COG3525
7227.FBpp0293627 COG3555
7227.FBpp0073822 COG3569
7227.FBpp0302789 COG3571
7227.FBpp0085535 COG3579
7227.FBpp0111875 COG3579
7227.FBpp0084378 COG3588
7227.FBpp0302781 COG3588
7227.FBpp0070757 COG3590
7227.FBpp0070759 COG3590
7227.FBpp0070837 COG3590
7227.FBpp0073523 COG3590
7227.FBpp0074133 COG3590
7227.FBpp0078599 COG3590
7227.FBpp0078665 COG3590
7227.FBpp0078883 COG3590
7227.FBpp0078885 COG3590
7227.FBpp0079993 COG3590
7227.FBpp0080422 COG3590
7227.FBpp0080482 COG3590
7227.FBpp0081559 COG3590
7227.FBpp0083345 COG3590
7227.FBpp0083710 COG3590
7227.FBpp0083711 COG3590
7227.FBpp0083712 COG3590
7227.FBpp0084624 COG3590
7227.FBpp0084697 COG3590
7227.FBpp0084698 COG3590
7227.FBpp0084699 COG3590
7227.FBpp0084718 COG3590
7227.FBpp0087046 COG3590
7227.FBpp0112198 COG3590
7227.FBpp0289246 COG3590
7227.FBpp0291157 COG3590
7227.FBpp0293663 COG3590
7227.FBpp0300207 COG3590
7227.FBpp0304093 COG3590
7227.FBpp0076092 COG3621
7227.FBpp0071406 COG3622
7227.FBpp0076883 COG3642
7227.FBpp0079109 COG3648
7227.FBpp0305856 COG3663
7227.FBpp0079816 COG3664
7227.FBpp0083852 COG3665
7227.FBpp0100046 COG3669
7227.FBpp0082288 COG3670
7227.FBpp0073508 COG3703
7227.FBpp0083838 COG3703
7227.FBpp0076360 COG3752
7227.FBpp0072099 COG3823
7227.FBpp0071799 COG3869
7227.FBpp0076250 COG3869
7227.FBpp0076270 COG3869
7227.FBpp0082638 COG3869
7227.FBpp0077335 COG3897
7227.FBpp0085420 COG3914
7227.FBpp0292594 COG4021
7227.FBpp0070308 COG4088
7227.FBpp0099685 COG4088
7227.FBpp0083663 COG4108
7227.FBpp0291447 COG4108
7227.FBpp0291448 COG4108
7227.FBpp0293210 COG4108
7227.FBpp0074564 COG4178
7227.FBpp0088213 COG4178
7227.FBpp0289893 COG4229
7227.FBpp0073143 COG4266
7227.FBpp0077576 COG4266
7227.FBpp0076318 COG4281
7227.FBpp0076622 COG4281
7227.FBpp0076623 COG4281
7227.FBpp0076624 COG4281
7227.FBpp0076634 COG4281
7227.FBpp0076922 COG4281
7227.FBpp0077314 COG4281
7227.FBpp0079256 COG4281
7227.FBpp0078898 COG4284
7227.FBpp0099884 COG4284
7227.FBpp0081443 COG4286
7227.FBpp0070691 COG4299
7227.FBpp0289237 COG4339
7227.FBpp0079484 COG4352
7227.FBpp0071232 COG4354
7227.FBpp0073673 COG4354
7227.FBpp0080197 COG4354
7227.FBpp0088945 COG4354
7227.FBpp0076408 COG4581
7227.FBpp0080319 COG4581
7227.FBpp0083853 COG4581
7227.FBpp0110523 COG4624
7227.FBpp0082172 COG4631
7227.FBpp0082604 COG4631
7227.FBpp0082605 COG4631
7227.FBpp0082607 COG4631
7227.FBpp0082608 COG4631
7227.FBpp0112384 COG4638
7227.FBpp0072352 COG4642
7227.FBpp0076108 COG4642
7227.FBpp0076109 COG4642
7227.FBpp0078116 COG4642
7227.FBpp0078467 COG4642
7227.FBpp0079456 COG4642
7227.FBpp0080018 COG4642
7227.FBpp0085980 COG4642
7227.FBpp0074313 COG4677
7227.FBpp0080890 COG4690
7227.FBpp0081084 COG4690
7227.FBpp0074205 COG4724
7227.FBpp0079219 COG4725
7227.FBpp0083917 COG4725
7227.FBpp0300203 COG4770
7227.FBpp0086555 COG4775
7227.FBpp0085460 COG4799
7227.FBpp0075511 COG4809
7227.FBpp0074610 COG4826
7227.FBpp0074612 COG4826
7227.FBpp0074805 COG4826
7227.FBpp0077830 COG4826
7227.FBpp0079094 COG4826
7227.FBpp0079171 COG4826
7227.FBpp0079179 COG4826
7227.FBpp0079243 COG4826
7227.FBpp0079528 COG4826
7227.FBpp0080979 COG4826
7227.FBpp0081649 COG4826
7227.FBpp0082594 COG4826
7227.FBpp0082595 COG4826
7227.FBpp0085060 COG4826
7227.FBpp0085497 COG4826
7227.FBpp0085523 COG4826
7227.FBpp0085912 COG4826
7227.FBpp0088112 COG4826
7227.FBpp0088123 COG4826
7227.FBpp0088124 COG4826
7227.FBpp0088125 COG4826
7227.FBpp0110068 COG4826
7227.FBpp0110074 COG4826
7227.FBpp0110138 COG4826
7227.FBpp0289586 COG4826
7227.FBpp0289587 COG4826
7227.FBpp0290084 COG4826
7227.FBpp0296959 COG4826
7227.FBpp0298308 COG4826
7227.FBpp0305543 COG4826
7227.FBpp0080641 COG4830
7227.FBpp0073669 COG4870
7227.FBpp0075508 COG4870
7227.FBpp0078272 COG4870
7227.FBpp0078465 COG4870
7227.FBpp0079644 COG4870
7227.FBpp0085735 COG4870
7227.FBpp0086091 COG4870
7227.FBpp0086719 COG4870
7227.FBpp0086763 COG4870
7227.FBpp0086764 COG4870
7227.FBpp0086772 COG4870
7227.FBpp0070997 COG4886
7227.FBpp0071392 COG4886
7227.FBpp0071509 COG4886
7227.FBpp0071588 COG4886
7227.FBpp0071729 COG4886
7227.FBpp0071760 COG4886
7227.FBpp0072202 COG4886
7227.FBpp0072242 COG4886
7227.FBpp0072828 COG4886
7227.FBpp0073214 COG4886
7227.FBpp0073218 COG4886
7227.FBpp0073587 COG4886
7227.FBpp0074587 COG4886
7227.FBpp0075360 COG4886
7227.FBpp0075570 COG4886
7227.FBpp0075624 COG4886
7227.FBpp0076033 COG4886
7227.FBpp0076139 COG4886
7227.FBpp0076155 COG4886
7227.FBpp0076893 COG4886
7227.FBpp0077037 COG4886
7227.FBpp0077543 COG4886
7227.FBpp0077898 COG4886
7227.FBpp0079369 COG4886
7227.FBpp0079493 COG4886
7227.FBpp0079596 COG4886
7227.FBpp0079836 COG4886
7227.FBpp0080064 COG4886
7227.FBpp0080080 COG4886
7227.FBpp0080089 COG4886
7227.FBpp0080183 COG4886
7227.FBpp0080311 COG4886
7227.FBpp0080314 COG4886
7227.FBpp0080437 COG4886
7227.FBpp0080522 COG4886
7227.FBpp0080582 COG4886
7227.FBpp0081104 COG4886
7227.FBpp0081291 COG4886
7227.FBpp0081991 COG4886
7227.FBpp0082311 COG4886
7227.FBpp0082877 COG4886
7227.FBpp0082888 COG4886
7227.FBpp0083079 COG4886
7227.FBpp0083429 COG4886
7227.FBpp0083431 COG4886
7227.FBpp0084220 COG4886
7227.FBpp0084273 COG4886
7227.FBpp0084431 COG4886
7227.FBpp0084911 COG4886
7227.FBpp0085139 COG4886
